SMILES,Complexity,Ered_ag,syba_score
CCN1c2cc3nsnc3c(C)c2N(C)C1OC,8,-2.63,-4.506086342084203
CCN1CN(CC)c2c1c(C)c1nsnc1c2C,8,-2.84,2.6246770904783165
CCN(C)c1cc2nsnc2c2c1OCCN2,4,-2.31,-8.294646675009552
CCOC1N(C)c2cc3nsnc3cc2N1CC(C)C,6,-2.75,16.64413826013912
CCCN1CCN(CC(C)C)c2cc3nsnc3c(C)c21,6,-2.6,21.998346000474953
CCCCN1CN(CCCC)c2cc3nsnc3cc21,4,-2.72,19.73361905780805
COc1cc2nsnc2c2c1CCCN2,4,-2.49,1.0954297460681075
CCCN1CN(CC)c2c1c(C)c1nsnc1c2C,8,-2.7,4.1223790795292246
CCCN1CN(CC)c2c1cc1nsnc1c2C,6,-2.75,3.9067514895552145
CNc1c2c(cc3nsnc13)N(C)CCO2,4,-2.58,11.690477946825146
COc1cc2nsnc2c2c1C(C)CCN2,4,-2.47,-12.830538514936903
COC1N(C)c2cc3nsnc3c(C)c2N1C(C)C,8,-3.05,-2.710848317643097
CCCN1CCN(C)c2c1cc1nsnc1c2N(C)CC,7,-2.53,19.043460043468496
CC(C)Oc1cc(N(C)C)c2nsnc2c1,5,-2.56,39.19710526558448
CCCN1CN(C)c2c1cc1nsnc1c2NCC,6,-2.63,9.162692870445722
CCNc1c(C)c(OCC)cc2nsnc12,6,-2.18,34.900671659282935
CCN1CN(CC)c2cc3nsnc3cc21,4,-2.73,9.741118008136166
CCNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,6,-2.5,28.95717376555711
CCCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,6,-2.77,15.390823796675786
CCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,6,-2.84,12.773243317537903
CCCN1CCN(CC)c2c1cc1nsnc1c2N(C)C,7,-2.64,20.15562083317273
CNc1c(C)c(OC(C)C)cc2nsnc12,6,-2.49,30.88963500347099
CCCCN1CN(C(C)CC)c2cc3nsnc3cc21,4,-3.07,21.81534361331155
CC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,6,-2.74,7.853693498250642
CCC(C)N1CN(CC)c2c1cc1nsnc1c2NC,6,-2.56,11.600025648776349
CCC(C)N1c2cc3nsnc3cc2N(CC)C1OC,6,-2.7,7.128414966392983
COc1cc2nsnc2c2c1OCCCC2,4,-2.24,6.670238789710206
CCCN1CN(CC)c2cc3nsnc3cc21,4,-2.82,10.1402048239854
CCOc1cc2nsnc2cc1OCC,4,-2.32,37.65444683249127
CCOc1cc(N(C)C)c2nsnc2c1,5,-2.63,37.77858517463697
CC1Cc2c(c3c(c4nsnc24)NCCC3)O1,4,-2.49,-18.60202312688798
COc1cc2nsnc2c2c1OC(C)CC2,4,-2.49,-1.1008136470782428
CCCCN1CN(C)c2c1cc1nsnc1c2NCC,6,-2.85,16.02678493267185
CCNc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,6,-2.67,18.162435587715006
CCNc1c(C)c(OC)cc2nsnc12,6,-2.27,32.14066647056986
Cc1cc2nsnc2c2c1C(C)CCN2,4,-2.53,-16.318938784942414
CCC(C)N1CN(C)c2c1cc1nsnc1c2NC,6,-2.65,10.903112922462414
CCOc1cc2nsnc2c(NC)c1C,6,-2.53,31.726602802091865
CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,6,-2.47,9.990581967266799
CCN1CN(CC(C)C)c2cc3nsnc3cc21,4,-2.71,16.007854900982785
CCCN1CN(C)c2c1cc1nsnc1c2NC(C)C,6,-2.63,16.867693628474946
CCCCN1c2cc3nsnc3cc2N(CC)C1OC,6,-2.75,13.125288776881927
Cc1cc2nsnc2c2c1CCC(C)N2,4,-2.37,-10.441333296603013
COc1cc2nsnc2c2c1CC(C)CN2,4,-2.56,-13.353978529155421
CCN1CN(C(C)C)c2cc3nsnc3cc21,4,-2.8,13.689208855226914
COc1cc2nsnc2cc1OCC(C)C,4,-2.48,52.166327086453606
CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,6,-2.61,12.758405789573715
CCOCCN1CCN(C)c2cc3nsnc3c(CC)c21,7,-2.55,25.872840097674946
CCCN1CCN(C(C)C)c2cc3nsnc3c(OC)c21,6,-2.43,19.808789129269694
CCNc1cc(OCC(C)C)cc2nsnc12,4,-2.48,51.750945417898365
CCOC1N(C)c2cc3nsnc3cc2N1CC,6,-2.71,7.207182729274014
CCNc1cc(OCC)cc2nsnc12,4,-2.42,41.49708916140186
CNc1c(N(C)C)c(OC)cc2nsnc12,7,-2.64,29.37437055263431
CCCOc1cc2nsnc2c(NC)c1C,6,-2.49,39.05076430129229
CC(C)CN1CN(C(C)C)c2cc3nsnc3cc21,4,-2.82,20.357793498524316
CCN1c2cc3nsnc3c(C)c2N(CC)C1OC,8,-2.69,-1.7718790774945232
CCc1c2c(cc3nsnc13)N(CC)CN2C(C)C,6,-2.77,9.105958744595158
CCC1Oc2c(cc3nsnc3c2N(C)C)OC1C,7,-2.41,-5.547924109638558
CCCCN1CN(C(C)C)c2cc3nsnc3cc21,4,-2.72,22.988561282073107
CCN1CN(CC(C)C)c2c1cc1nsnc1c2NC,6,-2.61,13.482445681784228
CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,6,-2.65,12.340899849034884
CCCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,8,-2.33,17.69625442388647
CCN(CC)c1c2c(cc3nsnc13)OCC(C)O2,5,-2.32,-3.5762254994841562
C1CNc2c(c3c(c4nsnc24)CCO3)C1,4,-2.48,-14.294211757386279
CCN1CCN(C)c2c1c(NC)c1nsnc1c2C,8,-2.58,6.605132431887537
CCCCN1CN(CC)c2c1cc1nsnc1c2C,6,-2.71,10.77084355178134
COC1N(C)c2c(cc3nsnc3c2C)N1C(C)C,8,-2.64,-1.6122331444414237
CCNc1c2c(c(C)c3nsnc13)N(CC)CCN2C,8,-2.57,9.086052666252922
CCCc1c2c(cc3nsnc13)N(CCC)CN2CC,6,-2.81,9.04608173299072
CCN1CN(C)c2c1c(C)c1nsnc1c2NC,8,-2.68,2.240000986957397
CCN1c2cc3nsnc3cc2N(C)C1OC(C)C,6,-2.71,6.803149175423907
CCc1c2c(cc3nsnc13)N(CC)C(OC)N2C,8,-2.71,-1.2464394367762244
CCOc1cc(NCC(C)C)c2nsnc2c1,4,-2.4,50.87420725445302
CCc1c2c(c(NC)c3nsnc13)N(C)CCN2CC,8,-2.49,9.864779337195516
CCCCN1CN(C(C)C)c2c1cc1nsnc1c2C,6,-2.84,16.531961511784747
CNc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,8,-2.59,10.432996955457163
CCOC1N(C)c2cc3nsnc3c(NC)c2N1C,8,-2.71,8.690235122384722
COc1cc2nsnc2c(NC(C)C)c1C,6,-2.78,36.67433526918464
CNc1c(C(C)C)c(OC)cc2nsnc12,6,-2.51,30.062409354700538
CNc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,8,-2.65,6.675340911448485
CC1CCNc2c1c1c(c3nsnc23)CCO1,4,-2.53,-31.189438436383593
CCNc1cc(OC)cc2nsnc12,4,-2.34,41.56449971382913
CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,6,-2.71,14.102344532069104
COc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,-2.59,12.960069211705033
CCC(C)N1CCN(C)c2c1c(NC)c1nsnc1c2C,8,-2.59,9.658516754807302
Cc1c2c(cc3nsnc13)N(C(C)C)CN2C(C)C,6,-2.9,8.859291003155427
CCNc1c2c(cc3nsnc13)OCCC2,4,-2.41,20.76337232064968
CCCc1c(OC)cc2nsnc2c1NC,6,-2.47,34.20445402486957
CNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,6,-2.95,9.762650439543203
CCc1c2c(cc3nsnc13)N(C(C)CC)CN2C,6,-2.85,8.845272031029216
CCc1c2c(c(C)c3nsnc13)N(CC)CN2CC,8,-2.78,4.902346010303651
CCc1c2c(cc3nsnc13)N(CC)CN2CC,6,-2.74,4.464719274678724
CCCNc1c2c(cc3nsnc13)OCCC2,4,-2.4,28.55657157544566
CCC(C)N1CN(CC)c2cc3nsnc3c(C)c21,6,-2.72,5.36624279335131
CCOc1cc(NC(C)C)c2nsnc2c1,4,-2.26,49.24639197447849
COc1cc2nsnc2c2c1CCCCN2,4,-2.43,-2.736648622475403
CCNc1c(CC)c(C)cc2nsnc12,6,-2.36,31.152659447917745
CCC(C)N1CN(C)c2c1c(C)c1nsnc1c2C,8,-2.86,4.7026375424935765
CCOc1cc(NC(C)CC)c2nsnc2c1,4,-2.62,53.953072348778655
CCNc1c2c(cc3nsnc13)OCC(C)C2,4,-2.42,4.1375243971067945
CCCCN1CN(CCC)c2c1cc1nsnc1c2C,6,-2.85,12.14425803671425
CCN1c2c(ccc3nsnc23)CCC1C,3,-2.33,15.085181016293966
CCNc1cc(OC(C)CC)cc2nsnc12,4,-2.5,49.198928539816045
CCCN1CN(CC(C)C)c2cc3nsnc3cc21,4,-2.73,19.136263888428537
Cc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,-2.72,5.666956703545413
CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,4,-2.75,18.253011526249615
CNc1c2c(cc3nsnc13)OC(C)CC2,4,-2.44,1.1670270061881776
CNc1c(C)c2c(c3nsnc13)CC(C)O2,6,-2.45,-1.737845818998425
CCc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,8,-2.63,8.153524131080465
CN1CCN(C)c2c1c1c(c3nsnc23)CCCO1,5,-2.59,-0.28894668590393513
CCN1CN(CC)c2c1cc1nsnc1c2C,6,-2.76,1.8982209921964301
CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,-2.63,22.35045008038533
CCCN1CN(CCC)c2cc3nsnc3cc21,4,-2.81,12.869526995581923
CCCc1c(C)cc2nsnc2c1NCC,6,-2.41,34.53960155388215
CCN1CN(C(C)C)c2c1cc1nsnc1c2C,6,-2.6,6.539460462112867
CCCOc1cc(NC(C)C)c2nsnc2c1,4,-2.62,54.74940315811891
CCC(C)N1CN(C)c2c1cc1nsnc1c2C,6,-2.81,6.278773748546925
CCCCN1CN(C)c2cc3nsnc3cc21,4,-2.74,15.650061894833833
CCN1c2cc3nsnc3cc2N(C)C1OCC(C)C,6,-2.7,14.931637549994724
CCCN1CN(C(C)CC)c2cc3nsnc3cc21,4,-2.74,15.644400173911112
CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,-2.51,13.864102202763672
CCCN1CN(CCC)c2c1cc1nsnc1c2C,6,-2.8,5.719778602467873
CN1CCCc2c1c1c(c3nsnc23)N(C)CCO1,5,-2.54,-0.7364207220230798
CCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,-2.6,17.192266245088316
CNc1c(N(C)C)c(C)cc2nsnc12,7,-2.37,27.82606117165418
CCN1CN(C)c2c1c(C)c1nsnc1c2C,8,-2.73,-0.34451942699902327
CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,4,-2.78,26.00035595065466
CCN(C)c1cc(OC)cc2nsnc12,5,-2.52,35.540958392438185
CC(C)CN1CN(C)c2cc3nsnc3cc21,4,-2.8,14.169454363275399
CCCN1CN(C(C)C)c2cc3nsnc3cc21,4,-2.83,16.81761784267267
Cc1c2c(cc3nsnc13)N(CC(C)C)CN2C,6,-2.74,8.134066615658227
CCCN1CN(C(C)C)c2c1cc1nsnc1c2C,6,-2.61,9.667869449558617
CCCN1CN(C)c2c1cc1nsnc1c2C,6,-2.73,2.7505820849905334
CNc1c2c(c(C)c3nsnc13)OCCC2,6,-2.47,5.853442963193595
CNc1c2c(cc3nsnc13)OCCC2C,4,-2.42,-0.4608671480392754
CCNc1c2c(cc3nsnc13)OC(C)C2C,4,-2.48,4.307353316102396
CCCN1CN(C(C)CC)c2cc3nsnc3c(C)c21,6,-2.72,10.286415576824423
CC1CNc2c(c3c(c4nsnc24)CCO3)C1,4,-2.42,-27.780875121990725
CCNc1c2c(cc3nsnc13)N(CC)CN2C,6,-2.72,6.03428388299997
CCNc1c2c(cc3nsnc13)N(CC)CN2C(C)C,6,-2.73,12.951571247568054
Cc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,-2.76,1.9780527306892106
CCC(C)OC1N(C)c2cc3nsnc3cc2N1C,6,-2.74,9.247787006903062
CNc1c2c(cc3nsnc13)OCCC2,4,-2.44,15.804268749695533
CCCCN1CN(CC)c2cc3nsnc3c(C)c21,6,-2.92,10.260015043473466
CCNc1c2c(cc3nsnc13)N(CC)CN2CC,6,-2.99,8.310331777651623
CCN1c2cc3nsnc3cc2N(C)C1OC,6,-2.74,2.461340494240049
COc1cc(NC(C)C)c2nsnc2c1,4,-2.62,46.96914769838508
Cc1c2c(cc3nsnc13)N(C)CN2CC(C)C,6,-2.78,5.138311265627708
CCCCN1CN(CCOC)c2cc3nsnc3cc21,5,-2.62,28.303427562978364
CNc1cc2c(c3nsnc13)CCC(C)O2,4,-2.57,-1.9704888160876133
CNc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,-2.64,10.291295877460902
CCCOc1cc(NC)c2nsnc2c1,4,-2.55,41.23676743105882
CNc1c2c(cc3nsnc13)OCC(C)C2,4,-2.44,-0.8215791738473492
CCNc1c(N(C)C)c(C)cc2nsnc12,7,-2.36,32.78516474260833
CCCCN1CN(CCC)c2cc3nsnc3cc21,4,-2.77,18.600857807002615
CCC(C)N1CN(C)c2cc3nsnc3c(C)c21,6,-2.99,2.589869775690721
CNc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,8,-2.5,10.432996955457163
CCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,8,-2.68,6.572767937569065
Cc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,8,-2.7,4.0908204974920634
Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,8,-2.66,1.8768276808560589
CCCCOc1cc(NC)c2nsnc2c1,4,-2.48,51.24324275213154
CCN1CN(C)c2c1c(NC)c1nsnc1c2C,8,-2.63,1.5468523641317122
CCNc1c2c(c(OC)c3nsnc13)N(C)CCN2C,8,-2.32,12.905157010256833
CCCOc1cc(NCC)c2nsnc2c1,4,-2.5,47.000100345042284
CCC(C)N1CCN(CC)c2cc3nsnc3c(OC)c21,6,-2.65,15.241457864980422
CCc1c2c(c(C)c3nsnc13)CC(C)O2,6,-2.48,-2.611047952423398
COc1cc2nsnc2c2c1C(C)(C)CN2,4,-2.43,-9.634392897313989
CNc1c(C)c2c(c3nsnc13)C(C)CO2,6,-2.46,-12.045102188272935
CNc1c(C)c2c(c3nsnc13)CCO2,6,-2.45,1.2019458375338845
Cc1c2c(c(C)c3nsnc13)OC(C)C2,6,-2.47,-8.347732346384856
CNc1cc(OC)cc2nsnc12,4,-2.46,32.070213283401635
CNc1c2c(cc3nsnc13)CCC2C,4,-2.22,-0.437748212971905
CC(C)CNc1c2c(cc3nsnc13)C1CCC2C1,2,-2.5,8.998188132215457
CCN1CCN(C)c2c1c(C)c1nsnc1c2NC,8,-2.56,7.298281054713225
CNc1c2c(cc3nsnc13)N(CCOC)CCN2C,7,-2.6,26.78981991877162
CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,6,-2.67,13.739284641029192
CCCN1CCN(CC)c2cc3nsnc3c(OC)c21,6,-2.55,14.66257203379022
CCNc1c2c(c(CC)c3nsnc13)C1CCC2C1,4,-2.32,10.83762846175677
