SMILES,Complexity,Ered_ag,syba_score
CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,-2.74,10.17519822990747
CNc1cc2c(c3nsnc13)CC(C)CO2,4,-2.43,-3.9590949961231434
CCNc1c2c(cc3nsnc13)OCC2C,4,-2.41,1.3921707301242219
CCCN1CN(C)c2c1cc1nsnc1c2NC,6,-2.58,7.374921258906026
CCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,8,-2.52,10.426695811284349
CNc1c2c(c(C)c3nsnc13)OC(C)C2,6,-2.58,-2.4309944418241116
CNc1c2c(cc3nsnc13)OCCN2C,4,-2.45,6.4978647111101395
CCC1Cc2c(c(C)c3nsnc3c2C)O1,6,-2.43,-2.544538692525923
CCNc1c2c(cc3nsnc13)OC(C)C(C)O2,6,-2.54,2.695012362732505
CNc1cc2c(c3nsnc13)CCCO2,4,-2.48,12.666752927419745
CCCCNc1cc(C)cc2nsnc12,4,-2.38,49.9832370821469
CCNc1cc2c(c3nsnc13)C(C)(C)CO2,4,-2.49,3.879816262110589
CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,6,-2.8,11.163799636028358
Cc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,6,-2.32,-8.186193186824543
CCCCN1CN(CC)c2cc3nsnc3cc21,4,-2.74,17.00429688621153
CCCN1CN(CC)c2cc3nsnc3c(NC)c21,6,-2.74,8.713410777988516
CCN1CN(C)c2c1cc1nsnc1c2C,6,-2.74,-0.3778269024552219
CCC1Oc2c(cc3nsnc3c2C)OC1C(C)C,6,-2.52,-10.475796100952449
CCNc1cc2c(c3nsnc13)CCO2,4,-2.44,10.109674616797353
CNc1c2c(cc3nsnc13)OC(C)C2,4,-2.41,-0.31673284241337685
CCN1CN(C)c2cc3nsnc3c(NC)c21,6,-2.76,0.7807547344622412
CCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,-2.67,14.560246268214563
CCCCN1CN(C)c2c1cc1nsnc1c2NC,6,-2.76,14.239013321132148
CCNc1c2c(cc3nsnc13)C1CCC2C1,2,-2.45,-2.0897581359815236
CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,6,-2.76,18.29954432035232
CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,8,-2.63,0.8114014546569737
CCC(C)Nc1cc(OC)cc2nsnc12,4,-2.62,53.4608627864483
CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,6,-2.66,15.030342947443103
COCCN1CN(C)c2c1cc1nsnc1c2C,7,-2.69,11.154876149625405
CCCN1CN(CC)c2cc3nsnc3c(C)c21,6,-2.84,4.089071604073027
CCCN1CN(C)c2cc3nsnc3cc21,4,-2.75,8.785969832607705
CCCc1cc(NCC)c2nsnc2c1,4,-2.38,38.952686148754566
CCNc1c2c(c(CC)c3nsnc13)OC(C)CO2,6,-2.54,-3.287758240386516
CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,8,-2.74,0.3074221555314608
CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,8,-2.88,6.973204539026993
CCC1Oc2cc3nsnc3c(C)c2OC1C(C)C,6,-2.43,-9.679513725363455
CCCC1Oc2c(cc3nsnc3c2NC)OC1C,6,-2.57,-5.4852889190273375
CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,6,-2.48,16.370574734726006
CNc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,8,-2.41,0.7414248648158459
CNc1c2c(c(C)c3nsnc13)CCN2C,7,-2.56,5.070464335372811
Cc1c2c(c(C)c3nsnc13)C(C)(C)CO2,6,-2.44,-7.2112530646202515
CCC1CNc2c1c(OC)cc1nsnc21,4,-2.43,-10.404691696076641
CNc1c2c(cc3nsnc13)N(CCOC)CN2C,7,-2.8,15.779215323540896
CNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,-2.52,1.807943442464449
CCCN1CN(C)c2c1c(C)c1nsnc1c2C,8,-2.74,2.9662096749645404
CCNc1cc2c(c3nsnc13)C(CC)CO2,4,-2.48,4.345243602373737
CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,8,-2.47,6.202360771179114
CCCOc1cc2nsnc2c2c1OCCN2,3,-2.5,-4.1202827623868
CC1Cc2cc3nsnc3c(N(C)C)c2O1,5,-2.4,9.781533279509635
CCOc1cc2nsnc2c2c1OC(C)CO2,4,-2.5,-8.07274513483802
CCNc1c2c(cc3nsnc13)N(C)CC2,5,-2.53,15.632789932034044
CCNc1c2c(c(C)c3nsnc13)OC(CC)CO2,6,-2.48,8.976399435442453
CCC1COc2c1c(C)c1nsnc1c2C,6,-2.41,-7.199283187943008
CCNc1c2c(cc3nsnc13)OC(CC)CO2,5,-2.45,5.9659996953310985
CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,6,-2.94,7.214208949606212
CCCNc1cc(CC)cc2nsnc12,4,-2.44,42.895503036299914
CCOc1cc(NC)c2nsnc2c1CC,6,-2.47,28.165415369678254
Cc1c2c(c(C)c3nsnc13)C(C)CO2,6,-2.45,-15.03509203715555
CNc1c2c(cc3nsnc13)OCCCC2,4,-2.42,10.584895258855381
CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,6,-2.75,11.341438974586902
CCCN(CC(C)C)c1ccc2nsnc2c1,3,-2.52,65.30209159656206
CCc1c2c(c(C)c3nsnc13)OCC2,6,-2.46,0.6006831886888031
CCNc1c2c(c(C)c3nsnc13)OC(C)CO2,6,-2.4,-5.161106457771137
CNc1c2c(cc3nsnc13)OCC2C,4,-2.53,-3.566932840829919
CNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,-2.73,2.475921213167715
CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,8,-2.52,8.10241113612916
CNc1c2c(cc3nsnc13)C1CCC2C1,2,-2.41,-7.048861706935662
CCNc1c2c(cc3nsnc13)OC(C)C(CC)O2,6,-2.35,-3.836039425556416
C1COc2c3c(c4nsnc4c2C1)NCCO3,3,-2.51,-23.88233665177221
COCCOC1N(C)c2cc3nsnc3cc2N1C,7,-2.99,17.05168821532651
CCC1COc2cc3nsnc3c(NC)c21,4,-2.5,3.105723756317441
CNc1c2c(cc3nsnc13)N(C)CN2CCOC,7,-2.55,12.49577790106068
CCC1Cc2c(cc(NC)c3nsnc23)O1,4,-2.41,6.935193765118077
CCCNc1c2c(cc3nsnc13)OC(C)CO2,4,-2.39,-1.0445371404819783
CC1Cc2c(cc3nsnc3c2C(C)C)O1,4,-2.46,-0.44378869046959024
CCc1c2c(c(C)c3nsnc13)CCO2,6,-2.45,2.931446370005295
CCNc1c2c(cc3nsnc13)OC(C)CO2,4,-2.6,-8.837736395277949
CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,8,-2.69,5.550730088920966
CCCNc1c2c(cc3nsnc13)N(C)CN2C,6,-2.6,13.075827721325002
CCC1Oc2cc3nsnc3c(NC)c2OC1C,6,-2.41,-7.1682192649292436
Cc1c2c(c(C)c3nsnc13)OCC2,6,-2.46,-4.021642001929191
CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,6,-2.97,11.451109413888561
CCCOc1cc(N(C)C)c2nsnc2c1,5,-2.49,43.281596358277405
CCN1CN(C)c2c1cc1nsnc1c2NC,6,-2.71,4.2465122714602686
CCCCc1cc(NCC)c2nsnc2c1,4,-2.37,46.855005687506214
COc1cc2nsnc2c2c1OCCN2,3,-2.48,-11.86642601349616
CC(C)Oc1c2c(cc3nsnc13)OCC(C)O2,5,-2.33,-4.788190089150505
CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,8,-2.63,4.857581466095278
CNc1c2c(cc3nsnc13)OC(C)C(C)O2,6,-2.36,-2.2640912082216365
CCNc1c2c(cc3nsnc13)OC(C)C2,4,-2.66,4.642370728540765
CCN1c2cc3nsnc3c(OC)c2N(C)C1OC,8,-2.6,-1.819426557370359
CNc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,6,-2.4,6.286623327612203
Cc1c2c(cc3nsnc13)OC(C)C2C,4,-2.26,-5.6815574214214415
CCNc1c2c(cc3nsnc13)OC(C(C)C)CO2,5,-2.43,11.749551015435339
CCOc1cc2nsnc2c2c1OCCN2,3,-2.52,-13.795903174089165
CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,6,-2.77,14.884354217388958
CCNc1c2c(cc3nsnc13)OCC(C(C)C)O2,4,-2.42,15.137512170772194
CCCCN1CN(CC)c2c1cc1nsnc1c2NC,6,-2.71,15.395182725696833
CCNc1c2c(c(C)c3nsnc13)OCC(C)O2,6,-2.47,-7.869165312482362
CCCNc1c2c(cc3nsnc13)OCC(CC)O2,5,-2.49,19.562768789242604
CCC1Oc2c(cc3nsnc3c2C)OC1C,6,-2.26,-11.922133855947346
Cc1c2c(cc3nsnc13)OC(C)C2,4,-2.41,-7.292458811664044
CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,6,-2.74,14.978677441608314
CNc1cc2c(c3nsnc13)CCCCO2,4,-2.53,7.447379436579588
CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,6,-2.71,16.834930603056197
CCC1Cc2c(cc3nsnc3c2C)O1,4,-2.41,2.4038349953175118
CCCNc1c2c(cc3nsnc13)OCC(C)O2,4,-2.53,4.444419220162245
CCNc1c2c(c(C)c3nsnc13)OCC2,6,-2.46,5.467900785662341
CCOc1cc2nsnc2c(NC)c1OC,6,-2.34,35.66126488958119
CCCN1CN(CC)c2c1cc1nsnc1c2NC,6,-2.69,8.531090663470705
CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,6,-2.76,14.398740740468085
CNc1c2c(cc3nsnc13)OC(C(C)C)CO2,5,-2.43,6.790447444481198
COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,-2.7,15.654794916684631
CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,6,-2.61,15.351203711654595
CCCNc1c2c(cc3nsnc13)C1CCC2C1,2,-2.27,5.703441118814454
CNc1c2c(cc3nsnc13)N(C)CN2C,6,-2.58,1.0166735184005735
CCCNc1c2c(c(CC)c3nsnc13)OCCO2,4,-2.42,26.14817885190888
CCC1Oc2cc3nsnc3c(C)c2OC1CC,6,-2.52,-9.232720417325929
CCCN1CN(CCOC)c2cc3nsnc3cc21,5,-2.83,21.439335500752232
CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,6,-2.41,-6.461827097577594
CC1(C)CNc2c1c1c(c3nsnc23)CCO1,4,-2.41,-27.847244464043985
CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,6,-2.54,-8.764420844184807
CCc1c(OC)cc(NC)c2nsnc12,6,-2.46,29.15894210149478
CNc1c2c(c(C)c3nsnc13)OC(C)CO2,6,-2.41,-10.12021002872528
CCCCNc1cc(OC)cc2nsnc12,4,-2.52,55.25824169529757
CCC1Cc2cc3nsnc3c(C)c2O1,4,-2.36,3.2034450730326327
CNc1cc2c(c3nsnc13)C(C)(C)CO2,4,-2.46,-2.9754027428102474
CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,6,-2.83,10.5094458879695
CCCNc1c2c(cc3nsnc13)N(CC)CN2C,6,-2.8,14.520631760621631
CCC1COc2c(c(OC)cc3nsnc23)O1,4,-2.49,9.086124009905959
CCCC1Oc2cc3nsnc3c(NC)c2OC1C,6,-2.42,-5.643399901209091
CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,6,-2.58,8.49623270712626
CCCOc1cc(NC)c2nsnc2c1C,6,-2.45,38.08534310670758
CCNc1c2c(c(CC)c3nsnc13)OCCO2,5,-2.63,19.048128219938594
CCCCC1COc2c(cc3nsnc3c2NC)O1,4,-2.4,13.537276230221073
CNc1cc2c(c3nsnc13)C(C)CO2,4,-2.45,-7.397597285931395
CCCC1COc2c(c(NC)c3nsnc3c2C)O1,6,-2.5,8.968397903191166
COc1cc2nsnc2c2c1OC(C)CO2,4,-2.36,-6.836416597070706
CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,4,-2.33,9.617918907426233
CCC1COc2c(c(NC)c3nsnc3c2C)O1,6,-2.48,3.0942717235401584
CCCCNc1c2c(c(C)c3nsnc13)OCCO2,4,-2.49,28.891783917606638
COCCNc1c2c(cc3nsnc13)N(C)CN2C,7,-2.74,18.7522457633536
CCCC1COc2c(cc3nsnc3c2NC)O1,4,-2.43,8.666058460063015
CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,5,-2.45,10.178408599818054
CCCC1COc2cc3nsnc3c(NC)c2O1,4,-2.4,16.954553698629205
CCCCNc1c2c(cc3nsnc13)OC(C)CO2,4,-2.56,2.879266077502735
CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,4,-2.42,7.532442884791065
CCOc1c(OC)cc2nsnc2c1NC,6,-2.44,33.506567609735384
CNc1c2c(c(C)c3nsnc13)OCC(C)O2,6,-2.41,-12.828268883436504
CCCC1COc2cc3nsnc3c(NCC)c2O1,5,-2.67,20.128622555820275
CC(C)CNc1c2c(cc3nsnc13)OCCO2,3,-2.44,37.2897557973645
CNc1c2c(cc3nsnc13)OCC2OC,5,-2.39,-4.177346512445014
CCC(C)C1COc2c(cc3nsnc3c2NC)O1,4,-2.46,2.9473641321722215
CCCNc1c2c(cc3nsnc13)OCCO2,2,-2.41,33.995008783963506
CCCCC1COc2cc3nsnc3c(NCC)c2O1,4,-2.58,24.30669170315264
CNc1c2c(cc3nsnc13)OCC(CCOC)O2,5,-2.45,18.79600201117852
CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,-2.81,6.048727538470484
CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,4,-2.35,17.030555531497722
CCC1Oc2cc3nsnc3c(NC)c2OC1CC,6,-2.46,-4.320694844126069
CCc1c2c(c(NC)c3nsnc13)CCO2,6,-2.59,6.3644162613762845
CCC1COc2cc3nsnc3c(NC)c2O1,4,-2.44,8.595500677255554
CCC1COc2c(c(C)c3nsnc3c2NC)O1,6,-2.47,5.802330578251378
CCCNc1c2c(c(C)c3nsnc13)OCCO2,4,-2.46,24.967980699621933
Cc1c2c(cc3nsnc13)OCC2(C)C,4,-2.38,-3.0759274065265916
CC(C)c1c2c(cc3nsnc13)OCC2C,4,-2.33,-3.693988688886133
CCCC1Oc2cc3nsnc3c(C)c2OC1CC,6,-2.29,-12.60612424262569
CCC1COc2cc(NC)c3nsnc3c21,4,-2.46,-0.7249406887840342
CCNc1c2c(cc3nsnc13)OCCO2,3,-2.58,26.201809529167534
CC(C)c1c2c(cc3nsnc13)OCC2,4,-2.43,6.264915586096096
CC(C)Oc1cc2nsnc2c2c1OCCN2,3,-2.39,-7.9875653926068715
CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,8,-2.44,9.73512234566249
CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,-2.58,14.535075416092141
CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,6,-2.75,12.904391480327543
CNc1c2c(cc3nsnc13)OCC(C)O2,4,-2.42,-8.307883605587866
CCNc1c(N(C)CC)ccc2nsnc12,5,-2.14,46.744268506981484
CNc1c2c(cc3nsnc13)OC(C)CO2,4,-2.48,-13.79683996623209
CCN1CN(CC)c2c1cc1nsnc1c2NC,6,-2.64,6.522560166111923
CNc1c2c(c(C)c3nsnc13)OCC2,6,-2.5,0.5087972147081976
CCCNc1c2c(cc3nsnc13)OCC2,4,-2.64,19.14427425990243
CCNc1c(N(C)C)ccc2nsnc12,5,-2.29,48.35615577650985
CCN1CN(CCN(C)C)c2cc3nsnc3cc21,6,-2.79,12.156757026164348
CCC(C)C1COc2cc3nsnc3c(NC)c2O1,4,-2.46,5.642176664683391
CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,4,-2.47,16.844289753086912
CCC1COc2c(cc3nsnc3c2NC)O1,5,-2.42,2.7919308381400256
c1cc2nsnc2c2c1CCCN2,2,-2.37,6.8498986028283095
CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,4,-2.22,15.742560584016129
CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,4,-2.26,21.07754360531104
CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,3,-2.49,1.9354344492885365
CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,3,-2.3,14.445272268580915
CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,6,-2.56,9.265044024006919
CNc1cc(OC)c(C)c2nsnc12,6,-2.46,26.216141705031013
CCN(C)c1c(OC)cc2nsnc2c1C,7,-2.21,27.685091622713934
Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,5,-2.7,22.401598866266422
CC1Cc2c(OC(C)C)cc3nsnc3c2N1,4,-2.42,-3.3598574140667816
COc1c2c(c(C)c3nsnc13)CCC2,6,-2.35,15.511597070158444
COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,4,-2.44,24.851451412740296
Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,4,-2.35,1.3551722852406423
CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,4,-2.14,9.896410265347628
CCCN1CCCc2cc3nsnc3cc21,3,-2.55,39.65883798760587
CN1CCc2c(ccc3nsnc23)C1,4,-2.52,17.916719551894086
CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,6,-2.49,6.76010497701743
CCc1ccc(NC(C)C)c2nsnc12,4,-2.39,40.25905476965996
CCCc1c2c(c(OC)c3nsnc13)OCCO2,4,-2.41,19.389829869179724
Cc1cc2c(c3nsnc13)OCCN2C,4,-2.41,12.316159159806004
CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,8,-2.6,2.785470486775926
Cc1cc2nsnc2c2c1C(N(C)C)CO2,6,-2.25,-3.002676007526884
C1COc2c3c(c4nsnc4c2N1)CCO3,3,-2.46,-30.613281088180955
CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,8,-2.76,4.676842277906662
Cc1cc(CC(C)C)c(C)c2nsnc12,6,-2.33,30.76852911859657
CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],6,-2.44,5.236261638178444
COc1cc2c(c3nsnc13)OC(C)CO2,4,-2.34,-8.100496095245681
CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,4,-2.47,12.9891902240566
CCCc1cc2nsnc2c(C)c1CC,6,-2.34,22.427924494140534
CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,5,-2.51,23.469012699312493
CCOc1c2c(cc3nsnc13)OCC(C)O2,4,-2.29,-6.550872296727157
CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,6,-2.68,10.572617107688162
CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,4,-2.56,9.294496316048033
CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,4,-2.16,10.437394657883056
CN1CCOCc2c1ccc1nsnc21,4,-2.37,5.768619800330354
COc1cc(C)c2nsnc2c1NC(C)C,6,-2.61,38.02960381033958
CCCc1c(OC)cc(C)c2nsnc12,6,-2.34,34.474657032368576
COc1cc2c(c3nsnc13)OCCO2,3,-2.33,19.658331114800195
CCC(C)c1cc(C)c(OC)c2nsnc12,6,-2.32,31.576742463571033
CCOc1ccc2nsnc2c1NC,4,-2.34,46.88497727454231
CN(C)CCN(C)c1cccc2nsnc12,5,-2.4,47.26253312541519
COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],6,-2.11,18.412582448814312
COc1cc2c(c3nsnc13)OCC2OC,5,-2.09,-7.64395561549647
COc1c2c(c(C)c3nsnc13)CCO2,6,-2.38,-0.4301845101971318
CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,4,-2.46,10.370027143420502
CN1CC(C)(C)c2c1ccc1nsnc21,3,-2.36,7.627693277141855
CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,-2.7,9.340239677847443
COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,5,-2.2,13.919926667518315
CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,8,-2.67,10.47103645253904
CCOC1N(C)c2cc3nsnc3cc2N1C,6,-2.88,11.892686067951184
CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,8,-2.54,12.823038623086603
CCCCc1c2c(cc3nsnc13)N(C)CCN2C,6,-2.57,18.856460037482638
CCCOc1c2c(cc3nsnc13)N(C)CCN2C,6,-2.49,20.208453722389372
CNc1cc(CCOC)cc2nsnc12,5,-2.36,43.12174569953418
CCCc1c(C)cc(C)c2nsnc12,6,-2.28,28.84113194889507
CC1CCc2c(c3c(c4nsnc24)NCC3)O1,4,-2.46,-26.49303113451174
CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,6,-2.62,25.375057292972272
CCCC1Oc2ccc3nsnc3c2OC1C,3,-2.24,1.9829476145346292
CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,8,-2.58,9.838108160325948
CC(C)Cc1cc2c(c3nsnc13)CCCO2,4,-2.36,22.167942029061802
CNc1c2c(c(CCOC)c3nsnc13)OCCO2,6,-2.43,24.880682952009927
CC1COc2c(cc3nsnc3c2N(C)C)O1,6,-2.39,-12.740120901227163
CCc1cc2c(c3nsnc13)OCC(CC)O2,4,-2.29,0.5553941571310559
CCCCc1ccc(C(C)C)c2nsnc12,4,-2.34,42.41639722160785
CCCOc1c2c(cc3nsnc13)OC(C)C2,4,-2.34,7.934654343125134
CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,8,-2.59,10.119844317153266
CCOc1cc2nsnc2c2c1CCC2,4,-2.4,25.446256561344217
CCc1c(OC)cc(N(C)C)c2nsnc12,7,-2.52,32.1158473683031
CCc1cc2c(c3nsnc13)NCCO2,3,-2.39,-12.833663591816578
CCC1COc2c1cc1nsnc1c2C,4,-2.33,-11.772921280069745
CCOc1c2c(c(NC)c3nsnc13)OCC(C)O2,6,-2.4,-5.060616828174266
CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,6,-2.52,15.690695763718722
c1cc2nsnc2c2c1OCCN2,1,-2.33,-7.620706728464711
CCCCN1CN(C)c2c1cc1nsnc1c2CCC,6,-2.74,14.754004390652165
CCc1c2c(c(C)c3nsnc13)CC(C)C2,6,-2.44,6.921271350090605
CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,7,-2.5,25.875011535022914
Cc1c2c(cc3nsnc13)N(C)CCC2,5,-2.53,14.254684105076377
CCC1Cc2c(C)cc3nsnc3c2[NH+]=C1[O-],4,-2.18,-0.47597349573663505
COc1cc2c(c3nsnc13)NCC(C)C2,4,-2.39,-13.115342858140744
CC(C)COCCC1COc2cc3nsnc3cc2O1,3,-2.2,35.76847294394224
Cc1cc2nsnc2c2c1OC(C(C)C)CO2,4,-2.36,5.893195196991474
CCCc1ccc(/[NH+]=C(\C)[O-])c2nsnc12,4,-2.13,22.18855352641349
CCOc1c2c(cc3nsnc13)OCC(CC)O2,4,-2.35,8.567477272353194
CC/C([O-])=[N+](/C)c1cccc2nsnc12,3,-1.98,38.385581549182625
CCc1c(N(C)C)ccc2nsnc12,5,-2.39,36.20845046488339
Cc1cc2nsnc2c(OC(C)C)c1C,6,-2.31,29.693454844971107
CCC1COc2cc3nsnc3c(NC(C)C)c2O1,4,-2.58,18.088273046824483
Cc1cc(C(C)C)c2nsnc2c1C,6,-2.35,27.463203914885977
Cc1c2c(c3nsnc3c1C)OCCC2,6,-2.42,3.0347017580902715
COCCNc1c2c(cc3nsnc13)OC(C)CO2,5,-2.4,4.631880901546624
CCC(C)N1CCN(C)c2cc3nsnc3cc21,4,-2.62,26.549914378341825
COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,5,-2.45,17.583738204170068
CCNc1ccc(CCOC)c2nsnc12,5,-2.47,39.29493514222061
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,-2.44,8.23702078755701
CCCCc1ccc2nsnc2c1C,4,-2.32,40.82906747844115
COc1c2c(cc3nsnc13)OCC(C)O2,4,-2.35,-10.783069330110445
CCc1ccc(NC(C)CC)c2nsnc12,4,-2.39,44.965735143960124
CCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,6,-2.36,-4.435335982105428
CCCCN(CC)c1c2c(cc3nsnc13)C1CCC2C1,3,-2.45,9.402910562421528
COc1c2c(cc3nsnc13)C1CCC2C1,2,-2.36,-7.850062344250519
CCOCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,5,-2.56,20.76632671637806
CCCCNc1cc2c(c3nsnc13)CCC2,4,-2.42,34.80267202447292
C/C([O-])=[N+]1/CCC(C)c2ccc3nsnc3c21,3,-2.09,13.0799528267065
CCCc1c(C(C)C)ccc2nsnc12,4,-2.24,41.24839957876668
CCN1CCN(CCOC)c2cc3nsnc3cc21,5,-2.66,32.20134727338355
CCCc1c2c(cc3nsnc13)N(C)CN2C,6,-2.72,4.823958069520527
CCOc1cc(OC)c2nsnc2c1CC,6,-2.37,28.43239670591212
CCOc1c2c(cc3nsnc13)OC(C)CO2,4,-2.29,-9.26715772089178
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CC(C)O2,4,-2.14,-10.342879029874155
CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,5,-2.47,23.77786391363228
CCN(C)CCOc1c2c(cc3nsnc13)C1CCC2CC1,4,-2.25,9.424799237108676
CN(C)c1c2c(cc3nsnc13)N(C)CC2,6,-2.55,11.730403983812845
COc1ccc(N(C)C)c2nsnc12,5,-2.42,32.96315560218957
CC/C([O-])=[NH+]\c1cc(OC)cc2nsnc12,4,-2.15,22.806062448546417
CCN(c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,5,-2.51,17.141068325976306
Cc1cc2c(c3nsnc13)CC(C)C2,4,-2.29,7.599393303328416
CCCc1c2c(cc3nsnc13)C1CCC2C1,2,-2.43,-3.2415771558157114
CCOc1ccc2nsnc2c1/[NH+]=C(\C)[O-],4,-2.14,31.21121332892556
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,2,-2.2,2.3140959704642694
COc1c(C)c(CC(C)C)cc2nsnc12,6,-2.27,25.9280345056358
CNc1ccc(/[N+](C)=C(\C)[O-])c2nsnc12,5,-2.21,22.631562843076804
Cc1c2c(c3nsnc3c1C)C(C)C(C)O2,6,-2.35,-10.751573463860849
CCN(C)c1cccc2nsnc12,3,-2.19,45.76630697573875
CCOc1c(C)cc(OC)c2nsnc12,6,-2.45,30.34983328888035
CC(C)COc1cc2nsnc2c2c1OCC2,4,-2.48,16.460982995560105
CC1Cc2c3c(c4nsnc4c2C1)CCC3,4,-2.37,2.7580963155966622
CCNc1cc2c(c3nsnc13)CCC2C,4,-2.42,1.1933777034784734
COc1c(C)c(N(C)C)cc2nsnc12,7,-2.32,24.8589120331844
CCOc1c(C)c(OC)c(C)c2nsnc12,8,-2.29,18.82673313056642
CCc1c(OC)c(OC)c2nsnc2c1C,8,-2.28,20.973124475842166
CCCOc1c(CC)ccc2nsnc12,4,-2.22,42.680178178183496
CCc1c2c(c3nsnc3c1C)CC(C)C2,6,-2.36,6.669956921818019
Cc1cc2c(c3nsnc13)CCO2,4,-2.31,4.885484530028204
CCCc1cc2nsnc2c2c1CCCO2,4,-2.38,13.509965513245236
CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,8,-2.52,6.521295581203876
CCN(C)c1cc2c(c3nsnc13)NCC2,5,-2.4,1.166197842251067
Cc1ccc2nsnc2c1N(C)CC(C)C,5,-2.27,45.42434244701393
COc1c2c(cc3nsnc13)N(C)CC2C,5,-2.49,-3.4233235187934685
CCCCN1CCCc2cc3nsnc3cc21,3,-2.34,46.39775536853573
CCC1COc2c(cc(C)c3nsnc23)O1,4,-2.38,1.9785939991135826
