SMILES,Ered_ag,syba
CC1COc2c(c3c(c4nsnc24)C(C)CCN3C)O1,-2.54,-29.641037870619623
CC1COc2c(c3c(c4nsnc24)N(C)C(C)CC3)O1,-2.54,-26.548206473787413
CCCC1Oc2c(ccc3nsnc23)OC1C,-2.54,2.1410585967163827
CC1Cc2c(c3c(c4nsnc24)OC(C)CO3)N(C)C1,-2.52,-30.474829904139103
CC1COc2c3c(c4nsnc4c2O1)C(C)CCN3C,-2.51,-30.84502077087856
