SMILES,Ered_ag,syba
CCCCN1CCN(C)c2cc3nsnc3c(CCC)c21,-2.93,27.006854448393117
CCN1CCN(C)c2c1cc1nsnc1c2NCCOC,-2.89,28.18185543249039
CCN1CCN(C)c2c1cc1nsnc1c2NC(C)C,-2.87,21.23992472453966
CCCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.8,34.73785524187316
CCCNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.77,29.208298379749596
