SMILES,Complexity,syba_score
CCN(CC)c1c(OC)c(OC)cc2nsnc12,7,31.378209650788122
CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)CC(C)C2,5,0.8385126926568129
CCOc1cc(N(C)C(C)C)c2nsnc2c1C,7,40.83790624526084
CCCC(=O)Oc1cc(OC)c(N(C)CC)c2nsnc12,7,43.05082020579337
CCCN(CC(C)C)c1c(OCC(C)C)ccc2nsnc12,5,61.24976225252636
CCC(C)c1c(OC)c(OC)c(C)c2nsnc12,8,19.285002933244513
COCCc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,5,18.294116743073996
CC(C)Oc1c(N(C)C)ccc2nsnc12,5,40.981786623372926
CCC1COc2c(c3c(c4nsnc24)CCC(C)N3C)O1,5,-9.978405031861456
CN1CCOc2c3c(c4nsnc4c21)CCCC3,4,1.3277726265885677
CCc1c(C)cc(/[NH+]=C(/[O-])C(C)C)c2nsnc12,6,20.33704441542447
CCCOc1c(C)c(OC)c(C)c2nsnc12,8,25.033421165687876
CCCC(=O)Oc1c(N(C)CC)c(C)cc2nsnc12,7,41.21127158960088
CCCOc1ccc(OC(=O)CC)c2nsnc12,4,49.930163422172114
COc1ccc2nsnc2c1/[N+](CC(C)C)=C(/[O-])C(C)C,5,37.905627421865084
CCC(C)Oc1c(OC)cc(N(C)C)c2nsnc12,7,39.87410137383532
COc1cc(/[N+](C)=C(/[O-])CC(C)C)c2nsnc2c1,5,37.82382828212097
CCCCC1COc2c(c(N(C)C)c3nsnc3c2C)O1,7,14.567876824907213
CCC(C)Oc1ccc(N(CC)C(C)C)c2nsnc12,5,47.62898030698098
CCCN(C)c1cc(N(C)C)c(CC)c2nsnc12,8,33.289738383821685
CCC(C)c1c(OC)c(C)c(OC)c2nsnc12,8,21.51860380837518
CCCCc1cc(N(C)C(C)C)c2nsnc2c1,5,48.76955014991836
CCN1CN(C)c2c1c(OC(C)=O)c1nsnc1c2OC,8,9.590448766609102
CCCCc1ccc2nsnc2c1N(C(C)C)C(C)C,5,43.60597213030204
CCOc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)C1CCC2C1,4,1.9036358820029728
CCCN(C)c1c2c(cc3nsnc13)N(CC)CN2C,7,8.65096118780142
Cc1c(OCC(C)C)c(C(C)C)cc2nsnc12,6,37.126702832471686
CCCOCCc1c(OC)c(OC)cc2nsnc12,7,39.28904167211467
CCN1CCN(C)c2c1c1c(c3nsnc23)OCC1,5,-6.552582382740756
CCC(=O)Oc1c(C)c(C)c(OCC(C)C)c2nsnc12,8,38.710825150091864
CCCC1Oc2c(c(OCC)cc3nsnc23)OC1C,5,-2.170120070929766
CCOc1c(OCC(C)C)cc(C)c2nsnc12,6,45.874271299232625
CCCCOCCOc1c2c(cc3nsnc13)OCCO2,4,59.30077392898764
CCc1c(OCCOC)ccc2nsnc12,5,57.710985510419654
CCOCCN(C)c1cc(OC)c(CC)c2nsnc12,8,54.54802245524684
COc1c2c(cc3nsnc13)OCCC2,4,12.230473621077934
C/C([O-])=[N+](/CC(C)C)c1cc(C)cc2nsnc12,5,31.58534956985364
CCCN1CN(C(C)C)c2c1c(C)c1nsnc1c2OC,8,12.724657590650622
CCCC(=O)Oc1cc(N(C)C(C)C)c(CC)c2nsnc12,7,50.765043259350676
CCOc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,5,14.868746032530758
CCC(C)c1cc(/[N+](C)=C(/[O-])CC(C)C)c2nsnc2c1,5,36.624452174849914
CCCOc1c(CC)cc2nsnc2c1CCC,6,31.33741672793745
CCC(C)Oc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,20.41815568497429
CCC(C)c1cc(OC(C)=O)c2nsnc2c1N(CC)CC,7,39.971558372937345
CCN1CC(C)(C)c2cc3nsnc3cc21,3,8.477244855170579
CCCCc1c2c(c(C(C)C)c3nsnc13)OCC2,6,16.33921890806045
CCC(C)Oc1cc(OC(C)=O)c2nsnc2c1C(C)C,6,37.547503853880606
CCc1c2c(cc3nsnc13)OCC(CC(C)C)O2,4,15.169196671672525
CCCc1cc(/[NH+]=C(\C)[O-])c2nsnc2c1NCC,6,24.35057658225599
CCCCOc1cc(N(CC)CC)c2nsnc2c1,5,53.633282341356384
CCC1Cc2c(cc3nsnc3c2N(C)CC(C)C)O1,5,17.35066167166459
CCC(C)C(=O)Oc1c(OC)cc(C)c2nsnc12,6,44.80463375677268
CC/C([O-])=[NH+]\c1cc2c(c3nsnc13)C(C)CO2,4,-13.697317405975662
CCN(C)c1cc(C)c2nsnc2c1C(C)C,7,32.2284770269247
CCCCc1ccc(N(CC)C(C)CC)c2nsnc12,5,47.11416271212864
CCC(C)N(c1cc(N(C)C)c(OC)c2nsnc12)C(C)C,8,31.17097135456744
CCC(=O)Oc1c(C)cc(OCC(C)C)c2nsnc12,6,46.451982236563424
CCCCc1cc(CCC)c2nsnc2c1NC,6,30.941789013024835
CCC(=O)Oc1c(OC)cc(CC(C)C)c2nsnc12,6,43.99838434251336
CCN1c2c3c(c4nsnc4c2CCC1C)OCC3,5,-8.548190769363623
CCc1c(OC)cc(C(C)C)c2nsnc12,6,33.600686573876715
Cc1c(N(C)C)cc2nsnc2c1OC(C)C,7,30.85379127414433
CC/C([O-])=[N+](/CC)c1c(CC(C)C)ccc2nsnc12,5,36.13818766461305
CCC1COc2c(c3c(c4nsnc24)CCN3C)O1,5,-6.810883577396252
COCCN(C)c1c(OC)cc2nsnc2c1/[NH+]=C(\C)[O-],8,32.23051842449032
CCC(C)Oc1cc(/[NH+]=C(/[O-])C(C)CC)c2nsnc2c1,4,33.71548659293823
