batch,Iteration,SMILES,Ered,syba_score
initial,0,CCCOc1cc(NC(C)C)c2nsnc2c1,-2.62,54.74940315811891
initial,1,CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,-2.47,6.202360771179114
initial,2,CNc1c2c(cc3nsnc13)N(C)CCN2C,-2.61,9.392099872063133
initial,3,CCC(C)c1cc(C)c(NC)c2nsnc12,-2.4,32.673434796258405
initial,4,CC(C)c1cc2nsnc2c2c1CCO2,-2.27,8.744897392455965
initial,5,COc1c2c(c(C)c3nsnc13)OC(C)CO2,-2.36,-10.684530251083153
initial,6,Cc1c2c(cc3nsnc13)N(C)C(C)CC2,-2.58,0.16011002668462226
initial,7,CCN1CCc2c1cc1nsnc1c2NC,-2.56,15.362688759759905
initial,8,Cc1cc2nsnc2c2c1OC(C)C(C)O2,-2.43,1.9574404157046708
initial,9,COc1c(N(C)C)ccc2nsnc12,-2.18,34.98690738241297
sample,1,CCOc1cc(NCC(C)C)c2nsnc2c1,-2.4,50.87420725445302
sample,2,CCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.62,16.093890009699862
sample,3,CCN1CCN(C)c2c1cc1nsnc1c2NC,-2.62,11.747152354970732
sample,4,CCNc1c2c(cc3nsnc13)N(C)CCN2CC,-2.64,17.881661621239562
sample,5,CCNc1c2c(cc3nsnc13)N(CC)CCN2C,-2.62,13.534923966510432
sample,6,CCCNc1c2c(cc3nsnc13)N(C)CCN2C,-2.61,21.451254074987567
sample,7,CCN1CCN(CC)c2c1cc1nsnc1c2NC,-2.58,14.841533650272295
sample,8,CCCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.59,19.22230476627099
sample,9,CC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C,-2.61,18.884872241632053
sample,10,CCCNc1c2c(cc3nsnc13)N(C)CCN2CC,-2.71,26.368009498861227
sample,11,CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,-2.57,30.146922058591922
sample,12,CCNc1c2c(cc3nsnc13)N(CC)CCN2CC,-2.55,16.629305261811993
sample,13,CCCNc1c2c(cc3nsnc13)N(CC)CCN2C,-2.46,22.021271844132094
sample,14,CCCN1CCN(C)c2c1cc1nsnc1c2NC,-2.62,18.916164201252556
sample,15,CNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.64,17.14914417682517
sample,16,CNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.63,14.454418471845573
sample,17,CNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,-2.5,26.685236607687724
sample,18,CCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.6,13.075827721325002
sample,19,CCCN1CN(C)c2c1cc1nsnc1c2NC,-2.58,7.374921258906026
sample,20,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,-2.83,10.5094458879695
