batch,Iteration,SMILES,Ered,syba_score
initial,0,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,-2.69,7.089648802510981
initial,1,CCN1CN(CC)c2c1cc1nsnc1c2C,-2.76,1.8982209921964301
initial,2,CCNc1c2c(cc3nsnc13)N(CC)CCN2CC,-2.55,16.629305261811993
initial,3,CC1COc2cc3nsnc3c(N(C)C)c2O1,-2.38,-6.845699432478936
initial,4,CCCc1cc(C)c2nsnc2c1NC,-2.32,29.842416189332845
initial,5,CCc1ccc(NC(C)C)c2nsnc12,-2.39,40.25905476965996
initial,6,CCc1cc2c(c3nsnc13)OCCC2,-2.35,7.785390327349678
initial,7,CCC(C)Oc1c2c(cc3nsnc13)OCC2,-2.33,13.505868899271386
initial,8,CCC(C)N1CCc2ccc3nsnc3c21,-2.4,23.29793386418407
initial,9,CCCCN1CCN(CC)c2cc3nsnc3c(CC)c21,-2.54,22.061787637925367
sample,1,CCc1c2c(cc3nsnc13)N(CC)CN2CC,-2.74,4.464719274678724
sample,2,CCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.6,6.539460462112867
sample,3,CCc1c2c(cc3nsnc13)N(C)CN2CC,-2.81,-1.2770861569709608
sample,4,CCCc1c2c(cc3nsnc13)N(C)CN2C,-2.72,4.823958069520527
sample,5,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74,17.00429688621153
sample,6,CCCN1CN(CC)c2cc3nsnc3cc21,-2.82,10.1402048239854
sample,7,CCCCN1CN(C)c2cc3nsnc3cc21,-2.74,15.650061894833833
sample,8,CCN1CN(C)c2c1cc1nsnc1c2N(C)C,-2.78,4.610081271367523
sample,9,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76,4.4550528363330635
sample,10,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,-2.79,12.156757026164348
sample,11,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,-2.67,5.1958079746569705
sample,12,CCCN1CN(CCOC)c2cc3nsnc3cc21,-2.83,21.439335500752232
sample,13,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62,28.303427562978364
sample,14,COCCc1c2c(cc3nsnc13)N(C)CN2C,-2.69,10.443639552818533
sample,15,CCN1CCN(CCOC)c2cc3nsnc3cc21,-2.66,32.20134727338355
sample,16,CCOCCN1CN(CC)c2cc3nsnc3cc21,-2.79,18.443114496446565
sample,17,CCN1CN(CC)c2c1cc1nsnc1c2NC,-2.64,6.522560166111923
sample,18,CCCCOC1N(C)c2cc3nsnc3cc2N1C,-2.7,19.069776275357302
sample,19,CCN1CN(CCOC)c2c1cc1nsnc1c2C,-2.83,12.2843825922119
sample,20,COCCN1CN(C)c2c1cc1nsnc1c2C,-2.69,11.154876149625405
sample,21,CCOCCN1CCN(C)c2cc3nsnc3c(C)c21,-2.44,23.306341815192656
sample,22,CCCOC1N(C)c2cc3nsnc3cc2N1CC,-2.7,8.103680167069419
sample,23,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77,18.600857807002615
sample,24,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,-2.77,12.678082852364167
sample,25,CCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,-2.66,9.285162440070891
sample,26,CCCN1CCN(CCC)c2cc3nsnc3cc21,-2.71,25.046788993185917
sample,27,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,-2.75,13.125288776881927
sample,28,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75,12.351239430364465
sample,29,CCN1c2cc3nsnc3c(C)c2N(CC)C1OC,-2.69,-1.7718790774945232
sample,30,COCCOC1N(C)c2cc3nsnc3cc2N1C,-2.99,17.05168821532651
sample,31,COCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.74,18.7522457633536
sample,32,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,-2.6,2.785470486775926
sample,33,COCCNc1c2c(cc3nsnc13)OC(C)CO2,-2.4,4.631880901546624
sample,34,CCCOCCN1CN(C)c2cc3nsnc3cc21,-2.69,20.93017433151723
sample,35,CCCCOCCc1cccc2nsnc12,-2.2,72.90658642809625
sample,36,CCN(C)c1c2c(c(N(C)CC)c3nsnc13)C1CCC2C1,-2.57,7.264175924258412
sample,37,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,-2.5,25.875011535022914
sample,38,CCN(C)c1c(N(C)C)ccc2nsnc12,-2.4,36.548295726852935
sample,39,COCCOc1c2c(cc3nsnc13)C1CCC2CC1,-2.4,17.11686238092804
sample,40,CNc1c2c(cc3nsnc13)N(CCOC)CN2C,-2.8,15.779215323540896
sample,41,CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,-2.63,0.8114014546569737
sample,42,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.77,14.884354217388958
sample,43,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,-2.74,14.978677441608314
sample,44,CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,-2.22,15.742560584016129
sample,45,CCCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,-2.46,10.31018137700283
sample,46,CCN1c2cc3nsnc3cc2N(CC)C1OC,-2.96,6.342594556709109
sample,47,CCOC1N(C)c2cc3nsnc3cc2N1C,-2.88,11.892686067951184
sample,48,COC1N(C)c2cc3nsnc3cc2N1C,-2.69,4.6686604963284655
sample,49,CCCN1c2cc3nsnc3cc2N(C)C1OC,-2.73,6.294018296580327
sample,50,CN1CCc2c3c(c4nsnc4c21)OCCO3,-2.41,-1.802221608306351
sample,51,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65,9.236447754351893
sample,52,CCC(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,-2.5,13.55090842117019
sample,53,CCN1CCN(CCOC)c2cc3nsnc3c(NC)c21,-2.64,28.149873097114217
sample,54,CN(C)c1c2c(cc3nsnc13)C1CCC2CC1,-2.37,2.9270984765961585
sample,55,CCCCOCCc1c2c(cc3nsnc13)C1CCC2C1,-2.43,19.16057731529448
sample,56,CCOc1c2c(cc3nsnc13)N(C)CN2C,-2.65,4.447669914469003
sample,57,CCCN1CCN(C)c2c1ccc1nsnc21,-2.44,23.700077703227045
sample,58,CCCN1CCN(C(C)C)c2cc3nsnc3c(NC)c21,-2.5,21.996287012235914
sample,59,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,-2.99,8.310331777651623
sample,60,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.8,14.520631760621631
sample,61,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.74,8.713410777988516
sample,62,CCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.69,8.531090663470705
sample,63,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,-2.67,6.572404070791196
sample,64,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,-2.55,12.49577790106068
sample,65,CCOC1N(C)c2cc3nsnc3cc2N1CC,-2.71,7.207182729274014
sample,66,CCCN1CN(CCC)c2cc3nsnc3cc21,-2.81,12.869526995581923
sample,67,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63,9.162692870445722
sample,68,CCCN1CN(C)c2c1c(C)c1nsnc1c2OC,-2.66,5.807370226082535
sample,69,CCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.83,16.81761784267267
sample,70,CCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.71,16.007854900982785
sample,71,COC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.7,5.35519369188283
sample,72,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76,14.239013321132148
sample,73,CCCN1CN(CC)c2c1cc1nsnc1c2C,-2.75,3.9067514895552145
sample,74,CCCCN1CN(CC)c2c1cc1nsnc1c2C,-2.71,10.77084355178134
sample,75,CCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.84,4.089071604073027
