SMILES,Ered_ag,syba_score
CCOc1cc2nsnc2c2c1OC(C)CO2,-2.5,-8.07274513483802
CCC1COc2c(c(OC)cc3nsnc23)O1,-2.49,9.086124009905959
COc1cc2nsnc2c2c1OC(C)CO2,-2.3600000000000003,-6.836416597070706
COc1cc2c(c3nsnc13)OC(C)CO2,-2.34,-8.100496095245681
COc1cc2c(c3nsnc13)OCCO2,-2.33,19.658331114800195
CCCC1Oc2ccc3nsnc3c2OC1C,-2.24,1.9829476145346292
CCc1cc2c(c3nsnc13)OCC(CC)O2,-2.29,0.5553941571310559
Cc1cc2nsnc2c2c1OC(C(C)C)CO2,-2.3600000000000003,5.893195196991474
CCC1COc2c(cc(C)c3nsnc23)O1,-2.38,1.9785939991135826
CC(C)C1Oc2ccc3nsnc3c2OC1C,-2.37,7.2544284602014475
CCCC1Oc2c(ccc3nsnc23)OC1C,-2.54,2.1410585967163827
CN1CCc2c3c(c4nsnc4c21)OCCO3,-2.41,-1.802221608306351
CCc1cc2nsnc2c2c1OCC(CC)O2,-2.38,1.726802787589086
CC1Cc2c3c(c4nsnc4c2C1)OCCO3,-2.4000000000000004,-2.8001553555523087
CCOc1cc2nsnc2c2c1OCC(C)O2,-2.51,-6.367984061983257
Cc1cc2nsnc2c2c1OC(C)C(C)O2,-2.43,1.9574404157046708
CN(C)c1cc2nsnc2c2c1OCCO2,-2.4400000000000004,19.031631707846383
CC1COc2c(C(C)C)cc3nsnc3c2O1,-2.34,-8.398848502718682
CC1COc2c(c3c(c4nsnc24)OCC3)O1,-2.31,-25.94218839422221
CC1COc2c(ccc3nsnc23)O1,-2.27,-6.981422666696378
CNc1cc2c(c3nsnc13)OCC(C)O2,-2.41,-16.241205723410218
CCC1Oc2ccc3nsnc3c2OC1C,-2.28,0.4581282508144744
CC1COc2c(cc(C(C)C)c3nsnc23)O1,-2.34,-11.409316897613971
CC1COc2c(c3c(c4nsnc24)CCO3)O1,-2.4000000000000004,-28.234763535806184
C1Cc2c3c(c4nsnc4c2N1)OCCO3,-2.38,-13.637364660027725
CCCC1COc2cc(C)c3nsnc3c2O1,-2.33,17.239830590532453
CCc1cc2nsnc2c2c1OCC(C)O2,-2.34,-12.410703105624515
CCCCC1COc2c(ccc3nsnc23)O1,-2.27,20.065010015035103
CC(C)CC1COc2c(ccc3nsnc23)O1,-2.27,17.349254369092222
c1cc2nsnc2c2c1OCCO2,-2.26,25.987599166270282
CC(C)C1COc2c(ccc3nsnc23)O1,-2.27,13.318181229295222
CC1COc2ccc3nsnc3c2O1,-2.27,-1.0930158617919188
C1COc2c(c3c(c4nsnc24)OCCO3)O1,-2.39,4.903430660720069
CCCC1COc2c(ccc3nsnc23)O1,-2.27,15.19379224487705
CCC(C)C1COc2ccc3nsnc3c2O1,-2.27,11.758429235277676
C1COc2c3c(c4nsnc4c2N1)OCCO3,-2.4400000000000004,-20.825987500080746
CCCCC1COc2ccc3nsnc3c2O1,-2.27,27.248875416555844
CC1Oc2c3c(c4nsnc4c2OC1C)CC(C)N3C,-2.48,-17.95545072163183
CC1CN(C)c2c1c1c(c3nsnc23)OC(C)C(C)O1,-2.42,-25.33595392718927
CC1COc2c(c3c(c4nsnc24)N(C)C(C)C3C)O1,-2.42,-32.4292833573943
CCC1COc2c(c3c(c4nsnc24)N(C)C(C)C3)O1,-2.42,-15.698522089379763
CC1COc2c3c(c4nsnc4c2O1)N(C)C(C)C3C,-2.41,-32.1755244717859
CC1c2c3c(c4nsnc4c2N(C)C1C)OCCO3,-2.46,-12.40835997308926
CC1COc2c(c3c(c4nsnc24)N(C)C(C)C3)O1,-2.41,-30.488976486166106
CC1Oc2c3c(c4nsnc4c2OC1C)N(C)CCC3,-2.47,-9.987830657348718
CC1COc2c(c3c(c4nsnc24)N(C)C(C)CC3)O1,-2.54,-26.548206473787413
CC1COc2c3c(c4nsnc4c2O1)N(C)C(C)CC3,-2.45,-27.96530855120569
CC1COc2c3c(c4nsnc4c2O1)C(C)CCN3C,-2.51,-30.84502077087856
CC1Oc2c3c(c4nsnc4c2OC1C)C(C)(C)CO3,-2.43,-25.538689814067336
CC1COc2c(c3c(c4nsnc24)N(C)CCC3C)O1,-2.45,-29.019379942402477
CC1COc2c3c(c4nsnc4c2O1)N(C)CCC3C,-2.47,-28.765621056794078
CC1COc2c(c3c(c4nsnc24)C(C)CCN3C)O1,-2.54,-29.641037870619623
CC1Cc2c3c(c4nsnc4c2N(C)C1)OCC(C)O3,-2.46,-27.73597631405786
CC1Cc2c3c(c4nsnc4c2N(C)C1)OC(C)CO3,-2.46,-29.846227014301835
CC1Cc2c(c3c(c4nsnc24)OCC(C)O3)N(C)C1,-2.49,-28.577698381054486
CC1Cc2c(c3c(c4nsnc24)OC(C)CO3)N(C)C1,-2.52,-30.474829904139103
CC1Oc2c3c(c4nsnc4c2OC1C)CCCN3C,-2.51,-8.901632235034791
CC1COc2c(c3c(c4nsnc24)CCC(C)N3C)O1,-2.5,-24.768859428647797
