SMILES,Ered_ag,syba
CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2CC1,-2.06,-0.5208989782807851
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,-2.18,-1.3696798195437483
C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,-2.1900000000000004,-1.0746171129423918
CCOc1c2c(c(/[NH+]=C(/[O-])CC)c3nsnc13)C1CCC2CC1,-2.1900000000000004,6.691647989017543
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,-2.1900000000000004,-5.655445289753569
